partnerCode,prev_year,year,year_pair,ctry_hs_js_similarity,ctry_hs_js_distance,ctry_common_hs_count,ctry_new_hs_count,ctry_lost_hs_count,ctry_filtered_hs_count
324,2019,2020,2019-2020,0.49886906959497546,0.5011309304050245,17,7,3,27
324,2020,2021,2020-2021,0.3942937628923625,0.6057062371076375,19,3,5,27
324,2021,2022,2021-2022,0.5389881423997214,0.46101185760027863,16,3,5,24
324,2022,2023,2022-2023,0.4314587659983735,0.5685412340016265,15,4,4,23
324,2023,2024,2023-2024,0.34800390694782546,0.6519960930521745,18,8,2,28
328,2018,2019,2018-2019,0.34669671397592294,0.6533032860240771,3,4,4,11
328,2019,2020,2019-2020,0.0053905454600601255,0.9946094545399399,3,6,4,13
328,2020,2021,2020-2021,0.03241553878127279,0.9675844612187272,7,7,2,16
328,2021,2022,2021-2022,0.3308615959205745,0.6691384040794255,8,0,6,14
328,2022,2023,2022-2023,0.5034022838955302,0.4965977161044698,5,4,1,10
328,2023,2024,2023-2024,0.7742303776939043,0.22576962230609565,9,3,2,14
332,2018,2019,2018-2019,0.6648451398376629,0.3351548601623371,11,2,2,15
332,2019,2020,2019-2020,0.7644772378953009,0.23552276210469913,12,5,0,17
332,2020,2021,2020-2021,0.7407127666303606,0.25928723336963944,18,2,2,22
332,2021,2022,2021-2022,0.5068581241718506,0.4931418758281494,18,2,2,22
332,2022,2023,2022-2023,0.5345607942828392,0.4654392057171608,16,2,3,21
332,2023,2024,2023-2024,0.7803370012192429,0.21966299878075712,16,0,0,16
336,2023,2024,2023-2024,1.1102230246251565e-16,0.9999999999999999,0,4,1,5
340,2018,2019,2018-2019,0.9449656500656247,0.05503434993437528,11,1,3,15
340,2019,2020,2019-2020,0.956619269893723,0.043380730106276966,9,2,1,12
340,2020,2021,2020-2021,0.9465873266571737,0.05341267334282629,7,0,4,11
340,2021,2022,2021-2022,0.9687759640706713,0.031224035929328653,6,1,0,7
340,2022,2023,2022-2023,0.9201954453179739,0.07980455468202607,7,7,0,14
340,2023,2024,2023-2024,0.9443604472964191,0.0556395527035809,16,0,0,16
344,2018,2019,2018-2019,0.9101684537513081,0.08983154624869194,49,0,0,49
344,2019,2020,2019-2020,0.8084998367715563,0.19150016322844365,50,0,0,50
344,2020,2021,2020-2021,0.8619463730668581,0.13805362693314194,48,0,0,48
344,2021,2022,2021-2022,0.8555941983061965,0.14440580169380346,49,0,0,49
344,2022,2023,2022-2023,0.8828119766302758,0.11718802336972423,55,0,0,55
344,2023,2024,2023-2024,0.8869658688672938,0.11303413113270622,54,0,0,54
348,2018,2019,2018-2019,0.7807362624773599,0.21926373752264006,27,2,1,30
348,2019,2020,2019-2020,0.8232936662634739,0.1767063337365261,29,0,0,29
348,2020,2021,2020-2021,0.8197139935776253,0.1802860064223747,30,0,0,30
348,2021,2022,2021-2022,0.919054379370844,0.080945620629156,32,0,0,32
348,2022,2023,2022-2023,0.8621893851416675,0.13781061485833246,31,1,0,32
348,2023,2024,2023-2024,0.7546140899764143,0.24538591002358567,32,1,0,33
352,2018,2019,2018-2019,0.36288438588220495,0.637115614117795,21,3,8,32
352,2019,2020,2019-2020,0.7018370241322254,0.2981629758677746,19,7,5,31
352,2020,2021,2020-2021,0.022594797823509594,0.9774052021764904,24,1,2,27
352,2021,2022,2021-2022,0.0239084146754458,0.9760915853245542,22,3,1,26
352,2022,2023,2022-2023,0.7563189488890888,0.2436810511109112,25,5,3,33
352,2023,2024,2023-2024,0.8389078329560841,0.16109216704391593,30,4,3,37
360,2018,2019,2018-2019,0.8081157653384751,0.19188423466152493,41,0,1,42
360,2019,2020,2019-2020,0.785202023806565,0.214797976193435,41,1,0,42
360,2020,2021,2020-2021,0.7622635663626628,0.2377364336373372,40,0,0,40
360,2021,2022,2021-2022,0.8683975546826185,0.13160244531738152,40,0,0,40
360,2022,2023,2022-2023,0.7915907499095701,0.20840925009042988,40,0,0,40
360,2023,2024,2023-2024,0.7722134006580114,0.22778659934198864,36,0,0,36
364,2018,2019,2018-2019,0.5171200368340314,0.4828799631659686,22,2,6,30
364,2019,2020,2019-2020,0.6479534942169332,0.35204650578306684,22,2,2,26
364,2020,2021,2020-2021,0.6785917376865277,0.3214082623134723,20,1,3,24
364,2021,2022,2021-2022,0.5768012882065232,0.4231987117934768,19,7,1,27
364,2022,2023,2022-2023,0.6005483724140999,0.39945162758590014,22,6,5,33
364,2023,2024,2023-2024,0.5749922428527109,0.4250077571472891,24,5,4,33
368,2018,2019,2018-2019,0.8886700766739002,0.11132992332609981,36,3,0,39
368,2019,2020,2019-2020,0.765451180471806,0.23454881952819395,37,1,2,40
368,2020,2021,2020-2021,0.7469509114294073,0.2530490885705927,39,0,1,40
368,2021,2022,2021-2022,0.7315382904225916,0.26846170957740845,36,3,2,41
368,2022,2023,2022-2023,0.6532045795415651,0.3467954204584349,40,1,1,42
368,2023,2024,2023-2024,0.5123064977773315,0.4876935022226685,39,4,1,44
372,2018,2019,2018-2019,0.3363775870632162,0.6636224129367838,25,0,1,26
372,2019,2020,2019-2020,0.49808119632938164,0.5019188036706184,28,0,0,28
372,2020,2021,2020-2021,0.35713846725298526,0.6428615327470147,33,1,0,34
372,2021,2022,2021-2022,0.6388606218952124,0.3611393781047876,34,0,1,35
372,2022,2023,2022-2023,0.6044204031535154,0.3955795968464846,31,0,1,32
372,2023,2024,2023-2024,0.8714062788530699,0.12859372114693013,28,2,0,30
376,2018,2019,2018-2019,0.8839618602635667,0.11603813973643329,31,0,0,31
376,2019,2020,2019-2020,0.7920482140005395,0.20795178599946051,32,1,1,34
376,2020,2021,2020-2021,0.5940748701053382,0.4059251298946618,32,0,1,33
376,2021,2022,2021-2022,0.8761640337303473,0.12383596626965265,31,1,1,33
376,2022,2023,2022-2023,0.8671830323943488,0.1328169676056512,33,0,1,34
376,2023,2024,2023-2024,0.8587863178495335,0.14121368215046648,34,0,0,34
380,2018,2019,2018-2019,0.8629854143882956,0.13701458561170443,47,0,0,47
380,2019,2020,2019-2020,0.8311429774991996,0.16885702250080037,47,0,1,48
380,2020,2021,2020-2021,0.7900930240136714,0.20990697598632857,48,0,0,48
380,2021,2022,2021-2022,0.7773407709860883,0.22265922901391166,51,0,0,51
380,2022,2023,2022-2023,0.7458609575382527,0.25413904246174734,49,0,0,49
380,2023,2024,2023-2024,0.7503528667025486,0.24964713329745136,47,0,0,47
384,2018,2019,2018-2019,0.8982545752589292,0.10174542474107084,16,1,2,19
384,2019,2020,2019-2020,0.4056977628363957,0.5943022371636043,18,7,1,26
384,2020,2021,2020-2021,0.4275259399551854,0.5724740600448146,26,4,2,32
384,2021,2022,2021-2022,0.49242430471938814,0.5075756952806119,24,0,7,31
384,2022,2023,2022-2023,0.5724939975417062,0.42750600245829384,19,3,4,26
384,2023,2024,2023-2024,0.5936961072385645,0.4063038927614355,20,1,2,23
388,2018,2019,2018-2019,0.5917530788559338,0.40824692114406624,8,3,1,12
388,2019,2020,2019-2020,0.15807134920658894,0.8419286507934111,6,2,5,13
388,2020,2021,2020-2021,0.20899883671258734,0.7910011632874127,7,2,2,11
388,2021,2022,2021-2022,0.3837009074901029,0.6162990925098971,6,7,3,16
388,2022,2023,2022-2023,0.6123575024920047,0.3876424975079953,10,1,3,14
388,2023,2024,2023-2024,0.6500618741192576,0.34993812588074236,11,4,0,15
392,2018,2019,2018-2019,0.9641005364367865,0.035899463563213496,54,0,0,54
392,2019,2020,2019-2020,0.8832995141712372,0.1167004858287628,53,0,0,53
392,2020,2021,2020-2021,0.9069653213744261,0.09303467862557391,54,0,0,54
392,2021,2022,2021-2022,0.9380717435056269,0.06192825649437306,52,0,0,52
392,2022,2023,2022-2023,0.9196983986447715,0.08030160135522846,51,0,0,51
392,2023,2024,2023-2024,0.939990529589171,0.06000947041082905,48,0,0,48
398,2018,2019,2018-2019,0.8407624518892955,0.15923754811070445,33,0,0,33
398,2019,2020,2019-2020,0.8233556972542869,0.17664430274571308,36,1,0,37
398,2020,2021,2020-2021,0.834748147460157,0.16525185253984298,40,0,0,40
398,2021,2022,2021-2022,0.836939860272085,0.163060139727915,37,0,0,37
398,2022,2023,2022-2023,0.8934945772141977,0.10650542278580233,37,0,0,37
398,2023,2024,2023-2024,0.8640421320896184,0.13595786791038156,42,0,0,42
400,2018,2019,2018-2019,0.6413705918166188,0.3586294081833812,26,4,0,30
400,2019,2020,2019-2020,0.6388925219236296,0.36110747807637045,31,12,1,44
400,2020,2021,2020-2021,0.7020808665164653,0.2979191334835347,34,1,9,44
400,2021,2022,2021-2022,0.8049416112191109,0.1950583887808891,30,1,0,31
400,2022,2023,2022-2023,0.7122259613056995,0.2877740386943005,30,2,2,34
400,2023,2024,2023-2024,0.8237533159415839,0.17624668405841615,34,3,0,37
404,2018,2019,2018-2019,0.5467546008029747,0.45324539919702533,30,2,4,36
404,2019,2020,2019-2020,0.6646632178004606,0.33533678219953944,29,4,2,35
404,2020,2021,2020-2021,0.47321543053479787,0.5267845694652021,27,2,4,33
404,2021,2022,2021-2022,0.7083525646136131,0.29164743538638693,27,3,2,32
404,2022,2023,2022-2023,0.5927379537923279,0.40726204620767215,31,0,2,33
404,2023,2024,2023-2024,0.7295286646401163,0.27047133535988366,30,1,1,32
414,2018,2019,2018-2019,0.8379711078604127,0.16202889213958727,29,0,0,29
414,2019,2020,2019-2020,0.9342728163231923,0.06572718367680774,28,0,1,29
414,2020,2021,2020-2021,0.7743542812667813,0.2256457187332187,33,1,0,34
414,2021,2022,2021-2022,0.7568658164708694,0.24313418352913063,35,0,1,36
414,2022,2023,2022-2023,0.7858795599079169,0.2141204400920831,35,0,0,35
414,2023,2024,2023-2024,0.6061607831933489,0.3938392168066511,35,0,0,35
417,2018,2019,2018-2019,0.7659744626359735,0.23402553736402654,33,8,1,42
417,2019,2020,2019-2020,0.8335261648985433,0.16647383510145675,33,4,7,44
417,2020,2021,2020-2021,0.8451092587822623,0.15489074121773772,32,4,3,39
417,2021,2022,2021-2022,0.8979177655811191,0.10208223441888087,33,2,0,35
417,2022,2023,2022-2023,0.8166343769426088,0.18336562305739124,34,2,1,37
417,2023,2024,2023-2024,0.7973217221395335,0.20267827786046655,40,1,1,42
418,2018,2019,2018-2019,0.6114100015665964,0.3885899984334036,35,1,6,42
418,2019,2020,2019-2020,0.6585690065069056,0.34143099349309436,30,4,2,36
418,2020,2021,2020-2021,0.7766864376132547,0.22331356238674527,27,1,5,33
418,2021,2022,2021-2022,0.7405719907447407,0.25942800925525933,28,5,1,34
418,2022,2023,2022-2023,0.7640289337352053,0.2359710662647947,30,2,3,35
418,2023,2024,2023-2024,0.8911739810673923,0.10882601893260768,29,4,2,35
422,2018,2019,2018-2019,0.6472107049819077,0.3527892950180923,29,0,1,30
422,2019,2020,2019-2020,0.6353809088799861,0.3646190911200139,32,1,2,35
422,2020,2021,2020-2021,0.6752309871280349,0.32476901287196513,30,1,1,32
422,2021,2022,2021-2022,0.5373989808732347,0.4626010191267653,29,3,0,32
422,2022,2023,2022-2023,0.6265852031961494,0.3734147968038506,33,2,2,37
422,2023,2024,2023-2024,0.7283839460471795,0.2716160539528205,37,2,0,39
426,2018,2019,2018-2019,0.0,1.0,0,1,3,4
426,2019,2020,2019-2020,1.0,0.0,1,0,0,1
426,2020,2021,2020-2021,0.0,1.0,0,1,1,2
426,2021,2023,2021-2023,0.0,1.0,0,1,1,2
426,2023,2024,2023-2024,0.0,1.0,0,1,1,2
428,2018,2019,2018-2019,0.609939534110185,0.390060465889815,25,2,0,27
428,2019,2020,2019-2020,0.5575196585078743,0.4424803414921257,33,9,0,42
428,2020,2021,2020-2021,0.6238337875785203,0.37616621242147974,42,4,3,49
428,2021,2022,2021-2022,0.6082227864866458,0.39177721351335415,44,1,3,48
428,2022,2023,2022-2023,0.3945665569429413,0.6054334430570587,39,3,2,44
428,2023,2024,2023-2024,0.3775187560213725,0.6224812439786275,34,1,3,38
430,2018,2019,2018-2019,0.29481300806237865,0.7051869919376214,8,9,7,24
430,2019,2020,2019-2020,0.2574911201554527,0.7425088798445473,12,17,5,34
430,2020,2021,2020-2021,0.5501280516480458,0.4498719483519542,14,4,15,33
430,2021,2022,2021-2022,0.28512493677938433,0.7148750632206157,11,5,6,22
430,2022,2023,2022-2023,0.4789709938630702,0.5210290061369298,11,5,5,21
430,2023,2024,2023-2024,0.3737682378594276,0.6262317621405724,9,2,6,17
434,2018,2019,2018-2019,0.3320951148594773,0.6679048851405227,29,3,2,34
434,2019,2020,2019-2020,0.5977598278128933,0.4022401721871067,23,3,8,34
434,2020,2021,2020-2021,0.47645819036565906,0.5235418096343409,24,11,2,37
434,2021,2022,2021-2022,0.695912118953486,0.30408788104651396,30,6,6,42
434,2022,2023,2022-2023,0.38001909690997215,0.6199809030900278,27,2,10,39
434,2023,2024,2023-2024,0.7108302624804652,0.2891697375195348,24,0,3,27
440,2018,2019,2018-2019,0.7648323611717139,0.23516763882828606,29,2,2,33
440,2019,2020,2019-2020,0.7175421241100799,0.2824578758899201,31,1,0,32
440,2020,2021,2020-2021,0.7645327966999192,0.23546720330008075,32,0,0,32
440,2021,2022,2021-2022,0.633168403830431,0.36683159616956895,33,0,2,35
440,2022,2023,2022-2023,0.8417871972983321,0.15821280270166793,38,1,0,39
440,2023,2024,2023-2024,0.8074847150228263,0.19251528497717374,37,2,0,39
442,2018,2019,2018-2019,0.7384985840869562,0.26150141591304377,15,1,3,19
442,2019,2020,2019-2020,0.18411881514199524,0.8158811848580048,19,5,0,24
442,2020,2021,2020-2021,0.30095370325301185,0.6990462967469881,25,1,2,28
442,2021,2022,2021-2022,0.46368758914348795,0.536312410856512,19,0,4,23
442,2022,2023,2022-2023,0.5024788702167425,0.49752112978325747,21,3,0,24
442,2023,2024,2023-2024,0.7309175653633745,0.2690824346366255,21,1,1,23
446,2018,2019,2018-2019,0.8025606441817228,0.1974393558182772,40,1,1,42
446,2019,2020,2019-2020,0.6030357783258067,0.3969642216741933,40,2,2,44
446,2020,2021,2020-2021,0.20982494571483112,0.7901750542851689,37,0,1,38
446,2021,2022,2021-2022,0.8484075847036456,0.15159241529635437,32,1,0,33
446,2022,2023,2022-2023,0.3050640039276823,0.6949359960723177,39,1,1,41
446,2023,2024,2023-2024,0.7708167132058129,0.2291832867941871,41,1,1,43
450,2018,2019,2018-2019,0.7111495266249614,0.28885047337503855,16,5,5,26
450,2019,2020,2019-2020,0.47132777449473806,0.5286722255052619,17,5,4,26
450,2020,2021,2020-2021,0.5439110099777806,0.45608899002221936,19,1,3,23
450,2021,2022,2021-2022,0.6482908934899662,0.35170910651003384,10,2,7,19
450,2022,2023,2022-2023,0.45502890116990236,0.5449710988300976,11,7,2,20
450,2023,2024,2023-2024,0.42213073390024325,0.5778692660997568,19,7,3,29
454,2018,2019,2018-2019,0.5976178022111664,0.40238219778883355,4,2,3,9
454,2019,2020,2019-2020,0.39346064066019226,0.6065393593398077,3,8,3,14
454,2020,2021,2020-2021,0.3908667569199875,0.6091332430800125,9,4,3,16
454,2021,2022,2021-2022,0.5381768093514786,0.4618231906485214,8,3,5,16
454,2022,2023,2022-2023,0.7422627162479972,0.2577372837520028,6,0,4,10
454,2023,2024,2023-2024,0.761832347231211,0.23816765276878904,6,3,1,10
458,2018,2019,2018-2019,0.7902132555998234,0.20978674440017664,44,0,0,44
458,2019,2020,2019-2020,0.7488456409064729,0.2511543590935271,41,0,0,41
458,2020,2021,2020-2021,0.7205437465196814,0.27945625348031855,40,0,0,40
458,2021,2022,2021-2022,0.871442427257296,0.12855757274270396,39,0,0,39
458,2022,2023,2022-2023,0.834687220709908,0.16531277929009203,47,0,0,47
458,2023,2024,2023-2024,0.884292902757326,0.11570709724267403,47,0,0,47
462,2018,2019,2018-2019,0.5349033507011252,0.46509664929887484,19,3,0,22
462,2019,2020,2019-2020,0.6564321132115398,0.3435678867884602,17,1,5,23
462,2020,2021,2020-2021,0.7781655108882287,0.22183448911177128,12,2,4,18
462,2021,2022,2021-2022,0.9417365491867671,0.05826345081323292,12,2,1,15
462,2022,2023,2022-2023,0.7170154108104208,0.28298458918957925,15,5,1,21
462,2023,2024,2023-2024,0.747317661324101,0.25268233867589895,19,1,3,23
466,2018,2019,2018-2019,0.5530225609350035,0.44697743906499654,6,3,2,11
466,2019,2020,2019-2020,0.7194151531110762,0.2805848468889238,5,0,3,8
466,2020,2021,2020-2021,0.9301931406790026,0.0698068593209974,3,2,2,7
466,2021,2022,2021-2022,0.8666653585693687,0.13333464143063134,4,3,1,8
466,2022,2023,2022-2023,0.905902435691605,0.094097564308395,6,0,1,7
466,2023,2024,2023-2024,0.838529197238663,0.16147080276133696,4,0,2,6
470,2018,2019,2018-2019,0.8464575011837405,0.15354249881625948,20,1,2,23
470,2019,2020,2019-2020,0.8279565623253149,0.1720434376746851,20,1,1,22
470,2020,2021,2020-2021,0.7952297723335418,0.20477022766645825,21,0,0,21
470,2021,2022,2021-2022,0.8890649884610673,0.1109350115389327,20,0,2,22
470,2022,2023,2022-2023,0.7277710383270994,0.27222896167290056,19,0,1,20
470,2023,2024,2023-2024,0.8701822785039897,0.12981772149601034,19,2,0,21
478,2018,2019,2018-2019,0.08093208954842923,0.9190679104515708,6,3,2,11
478,2019,2020,2019-2020,0.27333817236990166,0.7266618276300983,5,2,4,11
478,2020,2021,2020-2021,0.6095813447111414,0.39041865528885855,4,0,3,7
478,2021,2022,2021-2022,0.16055624415025982,0.8394437558497402,3,1,1,5
478,2022,2023,2022-2023,0.2088265300211184,0.7911734699788816,4,3,0,7
478,2023,2024,2023-2024,0.6549062662314407,0.34509373376855934,5,3,2,10
480,2018,2019,2018-2019,0.6399713208894713,0.3600286791105287,26,2,0,28
480,2019,2020,2019-2020,0.7668703392322394,0.23312966076776065,22,1,6,29
480,2020,2021,2020-2021,0.783535365473113,0.21646463452688702,21,1,1,23
480,2021,2022,2021-2022,0.842172774197123,0.157827225802877,23,1,1,25
480,2022,2023,2022-2023,0.8829965945862285,0.11700340541377152,24,2,1,27
480,2023,2024,2023-2024,0.8363652592465505,0.16363474075344953,24,0,0,24
484,2018,2019,2018-2019,0.9113791525720122,0.08862084742798781,36,1,0,37
484,2019,2020,2019-2020,0.9141206650151246,0.08587933498487543,37,0,0,37
484,2020,2021,2020-2021,0.886657302325805,0.11334269767419503,35,0,0,35
484,2021,2022,2021-2022,0.9094332349580503,0.09056676504194971,37,0,0,37
484,2022,2023,2022-2023,0.8941218236619345,0.10587817633806551,41,0,0,41
484,2023,2024,2023-2024,0.8787455958284272,0.12125440417157285,38,0,0,38
490,2018,2019,2018-2019,0.9045719461338946,0.09542805386610542,51,0,0,51
490,2019,2020,2019-2020,0.810676683938962,0.18932331606103803,50,0,0,50
490,2020,2021,2020-2021,0.8537673699438095,0.14623263005619047,49,0,0,49
490,2021,2022,2021-2022,0.9083719490164026,0.09162805098359739,48,0,0,48
490,2022,2023,2022-2023,0.84820583930766,0.15179416069233997,49,0,0,49
490,2023,2024,2023-2024,0.8899707312382289,0.1100292687617711,50,0,0,50
496,2018,2019,2018-2019,0.8673757188375181,0.13262428116248193,55,0,1,56
496,2019,2020,2019-2020,0.8895616231790855,0.11043837682091451,55,0,0,55
496,2020,2021,2020-2021,0.8706181400929561,0.12938185990704387,51,1,0,52
496,2021,2022,2021-2022,0.8635177680797678,0.13648223192023223,54,1,0,55
496,2022,2023,2022-2023,0.8813964883071701,0.1186035116928299,54,0,0,54
496,2023,2024,2023-2024,0.8487608317198765,0.15123916828012351,56,0,0,56
498,2018,2019,2018-2019,0.5898318523928591,0.41016814760714093,12,5,3,20
498,2019,2020,2019-2020,0.6691872003058543,0.3308127996941457,13,1,2,16
498,2020,2021,2020-2021,0.7017729641492247,0.29822703585077526,16,3,0,19
498,2021,2022,2021-2022,0.7488165493746588,0.2511834506253412,19,0,1,20
498,2022,2023,2022-2023,0.8709709450487315,0.12902905495126848,18,1,0,19
498,2023,2024,2023-2024,0.885897350986074,0.11410264901392597,20,1,1,22
499,2018,2019,2018-2019,0.5350769932630743,0.46492300673692566,5,4,2,11
499,2019,2020,2019-2020,0.8262439346256619,0.17375606537433808,8,5,1,14
499,2020,2021,2020-2021,0.590428083013562,0.409571916986438,7,3,5,15
499,2021,2022,2021-2022,0.6727140742623208,0.32728592573767923,9,5,1,15
499,2022,2023,2022-2023,0.8285973815624806,0.17140261843751936,12,5,2,19
499,2023,2024,2023-2024,0.7700263455133557,0.2299736544866443,13,0,5,18
500,2019,2023,2019-2023,1.0,0.0,1,0,0,1
504,2018,2019,2018-2019,0.6449911368852457,0.3550088631147543,29,5,2,36
504,2019,2020,2019-2020,0.5277969743728397,0.4722030256271603,31,0,2,33
504,2020,2021,2020-2021,0.6594402243618657,0.34055977563813433,25,0,0,25
504,2021,2022,2021-2022,0.7501486962714803,0.2498513037285197,23,0,2,25
504,2022,2023,2022-2023,0.7246228161334224,0.2753771838665776,25,4,0,29
504,2023,2024,2023-2024,0.5963085680545765,0.40369143194542345,27,0,2,29
508,2018,2019,2018-2019,0.8315209603460649,0.16847903965393507,11,1,3,15
508,2019,2020,2019-2020,0.4025323685297807,0.5974676314702193,12,4,1,17
508,2020,2021,2020-2021,0.46234548939212383,0.5376545106078762,15,2,1,18
508,2021,2022,2021-2022,0.9016196995486108,0.09838030045138924,13,2,1,16
508,2022,2023,2022-2023,0.574660091754611,0.42533990824538903,19,3,0,22
508,2023,2024,2023-2024,0.5288149958666049,0.47118500413339515,19,2,4,25
512,2018,2019,2018-2019,0.7225593506251188,0.2774406493748812,21,1,1,23
512,2019,2020,2019-2020,0.8047942544360918,0.19520574556390824,22,2,0,24
512,2020,2021,2020-2021,0.7172329644480767,0.2827670355519233,24,3,1,28
512,2021,2022,2021-2022,0.7956571369063772,0.20434286309362282,29,2,2,33
512,2022,2023,2022-2023,0.7532077708090598,0.24679222919094024,31,3,3,37
